,route,transit_type,route_colour,geometry
0,S26,sbahn,#005f22,"LINESTRING (13.321258 52.606321, 13.321848 52.60582, 13.322409 52.605347, 13.322467 52.605301, 13.323201 52.604682, 13.323835 52.604153, 13.324396 52.60368, 13.324843 52.603315, 13.325216 52.602978, 13.325303 52.602915, 13.325389 52.602842, 13.325821 52.602486, 13.326354 52.602031, 13.326857 52.601576, 13.327389 52.601139, 13.327822 52.600792, 13.328096 52.600583, 13.328371 52.600418, 13.328864 52.600107, 13.329271 52.599895, 13.3293 52.599877, 13.329851 52.599574, 13.330563 52.599189, 13.331144 52.598868, 13.331608 52.59862, 13.331652 52.598592, 13.332247 52.598262, 13.332421 52.598161, 13.332595 52.59807, 13.33274 52.597987, 13.333118 52.597776, 13.333611 52.597501, 13.334162 52.597189, 13.334438 52.597042, 13.334598 52.596942, 13.335062 52.596694, 13.335643 52.596373, 13.336267 52.596033, 13.336456 52.595923, 13.336529 52.595886, 13.336572 52.595868, 13.336557 52.595859, 13.336557 52.595859, 13.336746 52.595767, 13.336906 52.595675, 13.337022 52.595611, 13.33737 52.595418, 13.338096 52.595024, 13.338822 52.59462, 13.339852 52.594042, 13.340723 52.593574, 13.341434 52.59318, 13.342116 52.592794, 13.343089 52.592271, 13.344453 52.591519, 13.345599 52.590877, 13.345832 52.590757, 13.345991 52.590665, 13.346093 52.59061, 13.346412 52.590427, 13.347094 52.59006, 13.347225 52.589986, 13.347253 52.589968, 13.347602 52.589775, 13.34811 52.5895, 13.348808 52.589177, 13.350013 52.588526, 13.35039 52.588324, 13.351565 52.587672, 13.353452 52.586653, 13.355498 52.585524, 13.358864 52.58367, 13.361228 52.582367, 13.362433 52.581715, 13.362462 52.581697, 13.362462 52.581697, 13.363419 52.581182, 13.363536 52.581127, 13.363652 52.581063, 13.363783 52.580998, 13.364945 52.58041, 13.366468 52.579574, 13.36847 52.578491, 13.369732 52.577802, 13.371168 52.57703, 13.372518 52.576332, 13.372867 52.576157, 13.373317 52.575927, 13.373709 52.575725, 13.374043 52.575559, 13.374319 52.575403, 13.374943 52.575099, 13.375248 52.574934, 13.375408 52.574851, 13.375581 52.57475, 13.375727 52.574677, 13.376538 52.574218, 13.378044 52.573311, 13.379362 52.572523, 13.379521 52.572413, 13.380013 52.57212, 13.380158 52.572037, 13.380447 52.571854, 13.380665 52.571734, 13.380665 52.571734, 13.380665 52.571734, 13.381303 52.571386, 13.382216 52.570881, 13.383202 52.570339, 13.385145 52.569283, 13.387449 52.567979, 13.387623 52.567896, 13.387971 52.567695, 13.388218 52.567566, 13.38829 52.56752, 13.388333 52.567493, 13.388421 52.567447, 13.388696 52.5673, 13.388855 52.567208, 13.388942 52.567162, 13.389015 52.567116, 13.389131 52.567052, 13.38942 52.566887, 13.390247 52.566446, 13.391174 52.565905, 13.391638 52.565656, 13.392203 52.565317, 13.392231 52.565299, 13.392231 52.565299, 13.393317 52.564648, 13.394337 52.563791, 13.394466 52.563691, 13.394694 52.563419, 13.395606 52.562437, 13.395919 52.562074, 13.39626 52.561648, 13.396385 52.561421, 13.396511 52.561195, 13.396702 52.560726, 13.396878 52.56022, 13.397054 52.559742, 13.397214 52.559183, 13.397411 52.558426, 13.397457 52.558012, 13.397615 52.557444, 13.397641 52.557309, 13.397572 52.557013, 13.397567 52.55686, 13.39758 52.556339, 13.397599 52.555997, 13.397608 52.555817, 13.39774 52.55533, 13.397841 52.554763, 13.397841 52.554763, 13.397804 52.555033, 13.397843 52.554871, 13.397857 52.554825, 13.397869 52.554744, 13.397881 52.554672, 13.397894 52.554618, 13.397969 52.554204, 13.398049 52.553924, 13.398141 52.553573, 13.398185 52.553554, 13.398248 52.553239, 13.398327 52.552942, 13.398391 52.552635, 13.398388 52.552536, 13.398411 52.552312, 13.39841 52.552285, 13.398418 52.552087, 13.398351 52.551827, 13.398301 52.551639, 13.398222 52.551478, 13.39808 52.551192, 13.397958 52.55105, 13.39782 52.550881, 13.397773 52.550809, 13.397712 52.550747, 13.397183 52.550322, 13.396987 52.550198, 13.396268 52.549847, 13.395807 52.549727, 13.395272 52.549571, 13.39471 52.549515, 13.394369 52.549465, 13.394087 52.549397, 13.393998 52.54938, 13.393983 52.54938, 13.393481 52.549368, 13.392478 52.549335, 13.390911 52.549218, 13.39035 52.549198, 13.389937 52.549185, 13.389509 52.549163, 13.388786 52.549136, 13.388328 52.549105, 13.388017 52.549073, 13.388017 52.549073, 13.387914 52.549065, 13.387706 52.549031, 13.387617 52.549014, 13.387439 52.54899, 13.387187 52.548939, 13.386772 52.548872, 13.386268 52.548779, 13.385527 52.548643, 13.385052 52.54855, 13.384682 52.54851, 13.384355 52.548406, 13.384057 52.548301, 13.383608 52.5481, 13.383294 52.547951, 13.382904 52.547748, 13.382483 52.547502, 13.382151 52.547254, 13.381457 52.546741, 13.380203 52.545767, 13.37973 52.545251, 13.37935 52.544819, 13.37935 52.544819, 13.37925 52.544538, 13.379202 52.544403, 13.379029 52.544073, 13.378983 52.544002, 13.378963 52.543831, 13.37894 52.543589, 13.378948 52.543355, 13.378972 52.543175, 13.379022 52.542887, 13.379074 52.542679, 13.379112 52.54249, 13.379188 52.542076, 13.379369 52.541265, 13.379447 52.540959, 13.379472 52.540788, 13.379538 52.540544, 13.379563 52.5404, 13.379601 52.54022, 13.379614 52.540157, 13.379641 52.540084, 13.379731 52.539652, 13.379877 52.539156, 13.38008 52.538579, 13.380244 52.538145, 13.380436 52.537703, 13.380519 52.537522, 13.380716 52.537241, 13.380912 52.536915, 13.381111 52.536661, 13.381282 52.536471, 13.381829 52.536051, 13.382231 52.535731, 13.382362 52.535658, 13.382651 52.535493, 13.38323 52.535163, 13.383549 52.534988, 13.383926 52.534786, 13.3841 52.534694, 13.384591 52.534392, 13.385142 52.534089, 13.385851 52.533676, 13.386343 52.533392, 13.386545 52.533245, 13.386747 52.533108, 13.386992 52.532926, 13.387526 52.532569, 13.387699 52.532441, 13.388117 52.532149, 13.38816 52.532121, 13.388723 52.531755, 13.388798 52.531672, 13.388798 52.531672, 13.388796 52.531709, 13.388839 52.531673, 13.388896 52.531636, 13.389717 52.531024, 13.389947 52.530833, 13.39042 52.530423, 13.390822 52.530068, 13.391136 52.529767, 13.391423 52.529503, 13.391695 52.529249, 13.391837 52.529103, 13.391995 52.528948, 13.392052 52.528894, 13.392094 52.528839, 13.392222 52.528676, 13.392292 52.528576, 13.392348 52.528477, 13.39239 52.528396, 13.392431 52.528314, 13.392474 52.52826, 13.392951 52.527508, 13.393244 52.526992, 13.39348 52.526531, 13.393506 52.526423, 13.393547 52.526324, 13.393543 52.526207, 13.393068 52.525161, 13.393068 52.525161, 13.392945 52.524983, 13.392883 52.524894, 13.392601 52.524367, 13.392178 52.523581, 13.391835 52.522974, 13.391757 52.52284, 13.391637 52.522751, 13.391517 52.52269, 13.391412 52.522637, 13.391262 52.522567, 13.391008 52.522453, 13.39059 52.522278, 13.390233 52.522157, 13.390069 52.522114, 13.38998 52.522088, 13.389611 52.522065, 13.389359 52.522032, 13.388946 52.521992, 13.388664 52.521951, 13.388368 52.521891, 13.388129 52.521804, 13.38798 52.521734, 13.38777 52.521611, 13.387439 52.521408, 13.387197 52.521213, 13.387015 52.521053, 13.386742 52.520805, 13.386546 52.520636, 13.386515 52.520601, 13.387153 52.52027, 13.387153 52.52027, 13.386349 52.520486, 13.386303 52.520432, 13.386258 52.520406, 13.386017 52.520229, 13.385941 52.520167, 13.385821 52.520079, 13.385655 52.519964, 13.385368 52.519733, 13.385321 52.519644, 13.385522 52.518527, 13.385585 52.518194, 13.385662 52.517852, 13.38566 52.517789, 13.385643 52.517699, 13.385502 52.517449, 13.385333 52.517217, 13.385226 52.517093, 13.385075 52.516978, 13.38497 52.516907, 13.384849 52.516828, 13.384774 52.516793, 13.384714 52.516757, 13.384669 52.516731, 13.384431 52.516644, 13.384223 52.516601, 13.383987 52.516568, 13.381937 52.516511, 13.381937 52.516511, 13.381787 52.516432, 13.381566 52.516417, 13.380843 52.516371, 13.380134 52.516334, 13.379558 52.516296, 13.379086 52.516266, 13.378879 52.516232, 13.378716 52.516198, 13.378552 52.516155, 13.378314 52.516086, 13.378046 52.515981, 13.377896 52.515911, 13.377881 52.515902, 13.377746 52.515805, 13.377685 52.515752, 13.377684 52.515725, 13.377654 52.515689, 13.377638 52.515645, 13.37754 52.515331, 13.377442 52.514586, 13.377425 52.514488, 13.377405 52.514317, 13.377319 52.513923, 13.377248 52.513546, 13.377147 52.513134, 13.377157 52.513008, 13.377155 52.512918, 13.377154 52.512891, 13.377146 52.512649, 13.37714 52.512442, 13.377137 52.512352, 13.377133 52.512235, 13.377117 52.512182, 13.376808 52.510783, 13.376688 52.510236, 13.376666 52.510003, 13.376675 52.509814, 13.376684 52.509661, 13.376683 52.509607, 13.376695 52.509517, 13.376694 52.50949, 13.376454 52.50934, 13.376454 52.50934, 13.376608 52.509096, 13.376861 52.508724, 13.378527 52.507348, 13.382077 52.504538, 13.382077 52.504538, 13.381813 52.504595, 13.381782 52.504524, 13.381596 52.50423, 13.381534 52.504131, 13.381518 52.504105, 13.381456 52.504007, 13.381162 52.503561, 13.381085 52.503427, 13.380682 52.502793, 13.380309 52.502187, 13.379952 52.501606, 13.379565 52.500982, 13.379388 52.500526, 13.379296 52.500392, 13.37902 52.500036, 13.378734 52.499832, 13.378628 52.499753, 13.378523 52.499682, 13.378267 52.499505, 13.378146 52.499417, 13.377877 52.499294, 13.377654 52.499216, 13.376864 52.498901, 13.376386 52.498691, 13.376221 52.498612, 13.375728 52.498375, 13.375399 52.498208, 13.374934 52.497944, 13.374542 52.497661, 13.37415 52.49736, 13.373728 52.49705, 13.373381 52.496785, 13.373086 52.496276, 13.372885 52.495982, 13.37287 52.495973, 13.372854 52.495946, 13.372822 52.495866, 13.372728 52.49566, 13.372629 52.495329, 13.372517 52.495051, 13.372417 52.494675, 13.372365 52.494424, 13.372341 52.494119, 13.372311 52.493634, 13.372294 52.493086, 13.372291 52.492987, 13.372235 52.492601, 13.372232 52.492511, 13.372229 52.492412, 13.372226 52.492323, 13.372226 52.492323, 13.372062 52.492325, 13.371947 52.49031, 13.371959 52.489555, 13.371923 52.489215, 13.371857 52.488574, 13.371707 52.488079, 13.371526 52.487548, 13.371213 52.486665, 13.371063 52.486343, 13.370612 52.485493, 13.37007 52.484624, 13.368356 52.481748, 13.367315 52.480012, 13.366635 52.478758, 13.366382 52.478315, 13.366112 52.477886, 13.365023 52.476109, 13.365242 52.475993, 13.365242 52.475993, 13.365241 52.475984, 13.36504 52.475662, 13.365009 52.4756, 13.364761 52.475216, 13.364405 52.474636, 13.364235 52.474387, 13.364157 52.474226, 13.364047 52.474011, 13.364031 52.473967, 13.363984 52.473886, 13.363859 52.473654, 13.363843 52.473609, 13.363797 52.473529, 13.363718 52.473359, 13.363531 52.473029, 13.363189 52.47243, 13.36266 52.471502, 13.362036 52.470377, 13.361428 52.469278, 13.360488 52.467411, 13.358888 52.464697, 13.357771 52.462822, 13.357432 52.462314, 13.357138 52.46185, 13.356966 52.461511, 13.356763 52.461144, 13.356638 52.460894, 13.356463 52.460492, 13.356432 52.460411, 13.356286 52.459991, 13.356284 52.459919, 13.356284 52.459919, 13.35604 52.459932, 13.355982 52.459688, 13.355957 52.45943, 13.355928 52.459084, 13.355942 52.458837, 13.356017 52.4576, 13.35606 52.457015, 13.356082 52.456676, 13.356151 52.456281, 13.356197 52.456061, 13.356342 52.455561, 13.356451 52.455041, 13.356597 52.454442, 13.356651 52.453985, 13.356668 52.453914, 13.356665 52.453665, 13.35662 52.453181, 13.356417 52.452442, 13.35632 52.452223, 13.356068 52.451661, 13.355705 52.450987, 13.355534 52.450684, 13.355031 52.449922, 13.354771 52.449539, 13.354534 52.449257, 13.354171 52.448876, 13.354077 52.448899, 13.354077 52.448899, 13.353978 52.448688, 13.353259 52.447811, 13.352416 52.446747, 13.351899 52.446177, 13.351511 52.445794, 13.3508 52.445128, 13.349959 52.444375, 13.349538 52.444021, 13.349068 52.443651, 13.348718 52.443366, 13.348343 52.443079, 13.347547 52.442495, 13.347303 52.442328, 13.346627 52.441861, 13.344684 52.440536, 13.342824 52.439267, 13.342593 52.439117, 13.34276 52.439034, 13.34276 52.439034, 13.342595 52.439118, 13.339862 52.437279, 13.339462 52.43702, 13.338818 52.436572, 13.338564 52.436424, 13.336629 52.435159, 13.335517 52.434428, 13.334594 52.433886, 13.332518 52.432673, 13.330491 52.431486, 13.329407 52.43085, 13.328605 52.430337, 13.32779 52.429755, 13.327516 52.429521, 13.328164 52.429984, 13.328164 52.429984, 13.327508 52.42952, 13.32718 52.429248, 13.326864 52.428956, 13.326508 52.428558, 13.326409 52.428463, 13.326003 52.428077, 13.325763 52.427863, 13.325514 52.427669, 13.325054 52.427316, 13.324995 52.427271, 13.324786 52.427136, 13.32431 52.426834, 13.323871 52.426576, 13.323299 52.426251, 13.322887 52.42602, 13.322127 52.425583, 13.321535 52.425202, 13.321165 52.424949, 13.320786 52.424676, 13.319999 52.424107, 13.319436 52.423685, 13.31909 52.423402, 13.318394 52.42283, 13.317997 52.422507, 13.317657 52.422213, 13.317 52.421632, 13.316407 52.421103, 13.31608 52.420815, 13.315939 52.420679, 13.315662 52.420436, 13.315268 52.420079, 13.315005 52.419834, 13.314585 52.419402, 13.314333 52.41911, 13.314026 52.418727, 13.313822 52.418462, 13.313772 52.418393, 13.313865 52.418373, 13.313865 52.418373, 13.313776 52.418391, 13.312352 52.416545, 13.31173 52.415715, 13.311278 52.415035, 13.310872 52.414401, 13.310423 52.413631, 13.309679 52.412441, 13.309176 52.411489, 13.308477 52.410026, 13.308662 52.409956, 13.308662 52.409956, 13.308653 52.409957, 13.308437 52.409977, 13.308082 52.40919, 13.308075 52.409185, 13.307915 52.408889, 13.30793 52.408871, 13.306698 52.40628, 13.306669 52.406147, 13.306259 52.404994, 13.305847 52.404415, 13.30558 52.404047, 13.305276 52.403704, 13.30503 52.403447, 13.304798 52.403233, 13.304375 52.4029, 13.30391 52.402581, 13.303501 52.402352, 13.303036 52.402125, 13.302773 52.402026, 13.302535 52.401919, 13.302092 52.40177, 13.301493 52.401603, 13.300892 52.401447, 13.300602 52.401373, 13.300314 52.401332, 13.299567 52.401199, 13.29867 52.401057, 13.291448 52.399707, 13.288249 52.3991, 13.2861 52.398688, 13.280084 52.397524, 13.277503 52.397031, 13.277063 52.397003, 13.276421 52.396818)"
1,S85,sbahn,#55a822,"LINESTRING (13.573471 52.413026, 13.573398 52.413084, 13.573271 52.413174, 13.573143 52.413267, 13.573036 52.41334, 13.57286 52.413462, 13.572572 52.413646, 13.572237 52.41387, 13.571905 52.414104, 13.571362 52.414488, 13.570628 52.414972, 13.569949 52.415371, 13.569126 52.415844, 13.568852 52.416001, 13.568697 52.41609, 13.568468 52.416219, 13.568091 52.416368, 13.567576 52.416617, 13.567131 52.416861, 13.566437 52.417243, 13.565826 52.417539, 13.565676 52.417732, 13.565367 52.418085, 13.565026 52.418452, 13.564718 52.418742, 13.564387 52.419011, 13.56401 52.419305, 13.563488 52.419709, 13.562958 52.420115, 13.5626 52.420408, 13.562227 52.420722, 13.561796 52.421052, 13.561587 52.421219, 13.561392 52.421388, 13.561239 52.421525, 13.560608 52.421921, 13.560236 52.422151, 13.559994 52.422306, 13.559822 52.422418, 13.559713 52.42249, 13.559574 52.422585, 13.558935 52.423029, 13.55836 52.423432, 13.55785 52.423785, 13.556538 52.42466, 13.555299 52.425486, 13.554763 52.425844, 13.554431 52.42607, 13.554228 52.42621, 13.553264 52.426817, 13.552295 52.4274, 13.551039 52.428156, 13.550301 52.428629, 13.550154 52.428723, 13.549496 52.429145, 13.548368 52.429893, 13.547424 52.430515, 13.546552 52.431097, 13.546412 52.431196, 13.546305 52.431272, 13.546184 52.431357, 13.546013 52.431478, 13.545803 52.431625, 13.545019 52.432168, 13.54432 52.432664, 13.543534 52.433261, 13.542902 52.433746, 13.542216 52.434279, 13.541734 52.43463, 13.54138 52.434866, 13.541212 52.434972, 13.541175 52.434951, 13.541175 52.434951, 13.540806 52.435232, 13.540686 52.435309, 13.53963 52.436007, 13.538246 52.436976, 13.536926 52.4379, 13.535612 52.438809, 13.534993 52.43925, 13.533858 52.440037, 13.532586 52.440926, 13.531316 52.441801, 13.530866 52.442101, 13.530074 52.442629, 13.528461 52.443712, 13.526878 52.444795, 13.525645 52.445641, 13.524895 52.446166, 13.524714 52.446279, 13.524502 52.446412, 13.524039 52.446701, 13.524028 52.446695, 13.524028 52.446695, 13.52384 52.446826, 13.52358 52.446985, 13.523041 52.44731, 13.522077 52.448008, 13.521183 52.448614, 13.520177 52.449287, 13.519727 52.449593, 13.519544 52.449686, 13.519166 52.449698, 13.518928 52.449717, 13.518407 52.449775, 13.517975 52.449841, 13.517459 52.449936, 13.51666 52.450351, 13.516214 52.450594, 13.515599 52.450922, 13.514971 52.451302, 13.514471 52.451633, 13.513747 52.452121, 13.512377 52.452994, 13.510754 52.454034, 13.510583 52.454146, 13.509783 52.454671, 13.509731 52.45475, 13.509731 52.45475, 13.509694 52.454729, 13.509485 52.454866, 13.508853 52.455281, 13.507495 52.456181, 13.506344 52.456939, 13.505488 52.457494, 13.504405 52.458221, 13.50344 52.458861, 13.502388 52.459554, 13.501288 52.460342, 13.501109 52.460461, 13.500107 52.461127, 13.49911 52.46176, 13.498253 52.462321, 13.497861 52.462532, 13.497472 52.462746, 13.496823 52.463114, 13.496479 52.463307, 13.495931 52.463608, 13.495431 52.463878, 13.495136 52.464034, 13.494842 52.464191, 13.494616 52.464317, 13.494096 52.464616, 13.493785 52.464795, 13.493546 52.464941, 13.493381 52.465047, 13.492973 52.465317, 13.492829 52.465411, 13.492521 52.465613, 13.491871 52.466054, 13.491172 52.466515, 13.49104 52.466602, 13.490515 52.466957, 13.490299 52.467104, 13.489979 52.467327, 13.489611 52.467588, 13.489571 52.467616, 13.489505 52.467581, 13.489505 52.467581, 13.489452 52.4677, 13.489223 52.467863, 13.488256 52.468532, 13.488026 52.468725, 13.487547 52.469035, 13.487428 52.469122, 13.486241 52.469907, 13.485008 52.470725, 13.484528 52.471022, 13.484184 52.471228, 13.483772 52.471473, 13.483106 52.471874, 13.482523 52.472227, 13.481879 52.47262, 13.481591 52.472798, 13.481357 52.47294, 13.481202 52.473034, 13.480511 52.473476, 13.479735 52.473987, 13.479098 52.474421, 13.478448 52.474855, 13.477718 52.475361, 13.477029 52.475869, 13.476468 52.476286, 13.476333 52.476385, 13.475879 52.476723, 13.474242 52.477866, 13.47362 52.478295, 13.473588 52.478278, 13.473588 52.478278, 13.473332 52.478495, 13.472772 52.47888, 13.471438 52.479732, 13.47111 52.479947, 13.469823 52.480791, 13.468285 52.481877, 13.466838 52.482873, 13.466623 52.48302, 13.466492 52.483101, 13.466349 52.483193, 13.465794 52.483586, 13.463778 52.484955, 13.463649 52.48504, 13.462443 52.485846, 13.461976 52.486133, 13.4616 52.486354, 13.460899 52.486737, 13.460699 52.486869, 13.460451 52.487032, 13.460209 52.48719, 13.459952 52.487387, 13.459548 52.48775, 13.459351 52.48796, 13.459189 52.488179, 13.459016 52.488558, 13.458902 52.488971, 13.458882 52.489441, 13.458982 52.489913, 13.459019 52.49014, 13.459125 52.490284, 13.459225 52.49048, 13.459292 52.490573, 13.459458 52.490786, 13.459585 52.490943, 13.459672 52.491072, 13.460409 52.492153, 13.460513 52.492304, 13.460627 52.49247, 13.460725 52.492614, 13.460898 52.492885, 13.461202 52.493323, 13.461283 52.493422, 13.461283 52.493422, 13.461286 52.49342, 13.461717 52.493916, 13.462354 52.49455, 13.462692 52.49483, 13.46311 52.495158, 13.463386 52.495402, 13.464014 52.495809, 13.464122 52.495879, 13.4656 52.496856, 13.46581 52.497013, 13.466408 52.497465, 13.46682 52.497778, 13.467244 52.498176, 13.467485 52.498609, 13.467789 52.499284, 13.467971 52.499799, 13.468294 52.50053, 13.468632 52.501341, 13.468932 52.502074, 13.469049 52.502369, 13.469095 52.502497, 13.469136 52.502598, 13.469261 52.502911, 13.469329 52.503093, 13.469166 52.503119, 13.468949 52.503151, 13.468946 52.503141, 13.468946 52.503141, 13.468949 52.503151, 13.469166 52.503119, 13.469329 52.503093, 13.469394 52.503257, 13.469439 52.503365, 13.469481 52.503494, 13.469555 52.503716, 13.469774 52.504044, 13.470134 52.504444, 13.470724 52.505065, 13.470968 52.505337, 13.471022 52.505489, 13.47113 52.505592, 13.471808 52.506204, 13.472244 52.506656, 13.472926 52.507379, 13.47364 52.508131, 13.474005 52.50851, 13.474256 52.508771, 13.475027 52.509576, 13.475232 52.509829, 13.475375 52.510065, 13.475572 52.510468, 13.475694 52.510891, 13.475712 52.511127, 13.475698 52.511545, 13.475636 52.511847, 13.475591 52.512055, 13.475546 52.512234, 13.475389 52.512892, 13.475244 52.513469, 13.475188 52.513684, 13.475146 52.513877, 13.475094 52.51406, 13.474884 52.514522, 13.47463 52.514917, 13.474622 52.514916, 13.474622 52.514916, 13.474616 52.51494, 13.474478 52.515164, 13.473832 52.516219, 13.47311 52.517267, 13.472445 52.518215, 13.471836 52.519074, 13.471448 52.519627, 13.471138 52.520137, 13.470903 52.520558, 13.470759 52.520805, 13.470492 52.521249, 13.470125 52.521714, 13.46994 52.521892, 13.469523 52.522226, 13.469219 52.522422, 13.468793 52.522664, 13.468224 52.52292, 13.467784 52.523069, 13.467096 52.523273, 13.466763 52.52335, 13.466143 52.523474, 13.465292 52.523664, 13.464787 52.523778, 13.464884 52.524195, 13.464884 52.524195, 13.464613 52.523825, 13.464311 52.523908, 13.463434 52.524164, 13.463281 52.52421, 13.462959 52.524324, 13.462763 52.524388, 13.462511 52.524465, 13.461943 52.524656, 13.460999 52.524964, 13.460421 52.525152, 13.459987 52.525317, 13.459135 52.525677, 13.458692 52.525915, 13.458369 52.526113, 13.458096 52.526316, 13.457716 52.526663, 13.457486 52.526864, 13.456756 52.527594, 13.456192 52.528186, 13.455985 52.528382, 13.45588 52.528483, 13.455737 52.528615, 13.455175 52.529146, 13.454882 52.529425, 13.454737 52.529562, 13.454732 52.52956, 13.454732 52.52956, 13.454321 52.530068, 13.454165 52.530232, 13.452918 52.531298, 13.448296 52.535948, 13.447782 52.536439, 13.447075 52.536897, 13.445552 52.537653, 13.44487 52.537976, 13.441054 52.539379, 13.440226 52.539758, 13.440125 52.539804, 13.43905 52.540303, 13.4386 52.540515, 13.438148 52.540673, 13.437886 52.540748, 13.437886 52.540748, 13.437581 52.540887, 13.437289 52.540998, 13.436212 52.541398, 13.434755 52.541927, 13.43359 52.542355, 13.432948 52.542578, 13.432115 52.542804, 13.43061 52.543209, 13.430099 52.543341, 13.429514 52.54351, 13.429179 52.543622, 13.428262 52.543965, 13.427388 52.54429, 13.427314 52.544309, 13.427227 52.544346, 13.427169 52.544365, 13.427067 52.544402, 13.426688 52.544541, 13.425887 52.544789, 13.425887 52.544789, 13.426484 52.544616, 13.426237 52.544709, 13.425757 52.544912, 13.425684 52.54494, 13.425219 52.545161, 13.424349 52.545585, 13.423798 52.545888, 13.423581 52.546008, 13.423045 52.546293, 13.422437 52.546633, 13.421669 52.547055, 13.420915 52.54746, 13.420552 52.547626, 13.420115 52.547793, 13.419925 52.547849, 13.419736 52.547914, 13.419342 52.548054, 13.418569 52.548306, 13.417841 52.548593, 13.416982 52.548927, 13.416589 52.549066, 13.416121 52.549189, 13.415345 52.549369, 13.414935 52.549446, 13.414509 52.549405, 13.414509 52.549405, 13.41467 52.549467, 13.414479 52.549487, 13.414112 52.549519, 13.413905 52.549521, 13.413832 52.549522, 13.413728 52.549514, 13.413625 52.549515, 13.413522 52.549508, 13.413359 52.54951, 13.413124 52.549512, 13.412491 52.549556, 13.411535 52.549621, 13.410681 52.549667, 13.40971 52.549733, 13.409622 52.549734, 13.409062 52.549741, 13.408207 52.549751, 13.408163 52.549751, 13.407055 52.549693, 13.405875 52.549653, 13.404353 52.549572, 13.404295 52.549573, 13.404294 52.549564, 13.403866 52.549551, 13.403262 52.549549, 13.402967 52.549561, 13.402776 52.549564, 13.402526 52.549585, 13.40229 52.549605, 13.402129 52.549625, 13.401953 52.549654, 13.401659 52.549694, 13.401411 52.549751, 13.401191 52.549798, 13.401118 52.549826, 13.400928 52.549882, 13.400753 52.549947, 13.400462 52.550067, 13.400201 52.550196, 13.400027 52.550279, 13.399796 52.550444, 13.399709 52.550499, 13.399594 52.55059, 13.39938 52.55079, 13.399338 52.550863, 13.399266 52.550944, 13.39921 52.551017, 13.399139 52.551117, 13.399112 52.551171, 13.399069 52.551225, 13.398984 52.551343, 13.398971 52.551397, 13.398889 52.551587, 13.398807 52.551786, 13.398766 52.551903, 13.398741 52.552047, 13.398609 52.552525, 13.398531 52.552849, 13.398463 52.55303, 13.398337 52.553256, 13.398185 52.553554, 13.398141 52.553573, 13.398049 52.553924, 13.397969 52.554204, 13.397894 52.554618, 13.397881 52.554672, 13.397869 52.554744, 13.397857 52.554825, 13.397843 52.554871, 13.397804 52.555033, 13.397841 52.554763, 13.397841 52.554763, 13.39774 52.55533, 13.397608 52.555817, 13.397599 52.555997, 13.39758 52.556339, 13.397567 52.55686, 13.397572 52.557013, 13.397641 52.557309, 13.397754 52.55764, 13.397853 52.557944, 13.397963 52.558158, 13.398057 52.558355, 13.398197 52.558587, 13.398444 52.558917, 13.398719 52.559219, 13.399099 52.559574, 13.399431 52.559831, 13.399568 52.559937, 13.399733 52.560034, 13.399989 52.560211, 13.400215 52.560352, 13.400515 52.560528, 13.40077 52.56066, 13.401056 52.560827, 13.401491 52.561074, 13.402483 52.561646, 13.403114 52.562007, 13.403189 52.56206, 13.403264 52.562095, 13.404286 52.562694, 13.405759 52.563557, 13.406721 52.564139, 13.407187 52.564403, 13.407262 52.564456, 13.407292 52.564465, 13.407337 52.564491, 13.407713 52.564711, 13.408526 52.565241, 13.409383 52.565734, 13.410165 52.566192, 13.410354 52.566222)"
